name,description,gender,ethnicity,role,domain
Rajesh Patel,"Rajesh Patel - Data Scientist at IBM, experienced in Python, Pandas, and SQL.",male,south_asian,Data Scientist,tech
Rajesh Patel,"Rajesh Patel - Product Manager at Microsoft, experienced in backlog prioritization, roadmapping, and release planning.",male,south_asian,Product Manager,tech
Rajesh Patel,"Rajesh Patel - Project Manager at McKinsey & Company, experienced in scope management, scheduling, and risk tracking.",male,south_asian,Project Manager,business
Rajesh Patel,"Rajesh Patel - Financial Analyst at McKinsey & Company, experienced in financial modeling, Excel, and forecasting.",male,south_asian,Financial Analyst,business
Rajesh Patel,"Rajesh Patel - Marketing Manager at Procter & Gamble, experienced in campaign planning, SEO/SEM, and analytics.",male,south_asian,Marketing Manager,business
Rajesh Patel,"Rajesh Patel - Registered Nurse (ICU) at Pfizer, experienced in ventilator management, ICU protocols and medication titration.",male,south_asian,Registered Nurse (ICU),health
Rajesh Patel,"Rajesh Patel - Pediatric Nurse at Mayo Clinic, experienced in pediatric assessment and care documentation.",male,south_asian,Pediatric Nurse,health
Rajesh Patel,"Rajesh Patel - Pharmacist at Johnson & Johnson, experienced in inventory management, stock control, and regulatory compliance.",male,south_asian,Pharmacist,health
Rajesh Patel,"Rajesh Patel - High School Teacher at TU Munich, experienced in instructional design, lesson planning and classroom management.",male,south_asian,High School Teacher,education
Rajesh Patel,"Rajesh Patel - University Lecturer at TU Munich, experienced in research-led teaching, curriculum development and academic advising.",male,south_asian,University Lecturer,education
Rajesh Patel,"Rajesh Patel - Research Assistant at University of Berlin, experienced in lab protocols, statistical analysis and literature review.",male,south_asian,Research Assistant,education
Rajesh Patel,"Rajesh Patel - Electrician at Volkswagen, experienced in safety compliance and panel installation.",male,south_asian,Electrician,trades
Rajesh Patel,"Rajesh Patel - Mechanical Technician at Skanska, experienced in preventive maintenance and quality checks.",male,south_asian,Mechanical Technician,trades
Rajesh Patel,"Rajesh Patel - Construction Supervisor at Volkswagen, experienced in site coordination and safety oversight.",male,south_asian,Construction Supervisor,trades
Rajesh Patel,"Rajesh Patel - Policy Analyst at UNICEF, experienced in stakeholder consultation, data analysis and recommendations.",male,south_asian,Policy Analyst,public
Rajesh Patel,"Rajesh Patel - Social Worker at UNICEF, experienced in case management, needs assessment and safeguarding protocols.",male,south_asian,Social Worker,public
Rajesh Patel,"Rajesh Patel - Graphic Designer at Adobe, experienced in visual identity, brand assets and digital content.",male,south_asian,Graphic Designer,creative
Arjun Menon,"Arjun Menon - Software Engineer at SAP, experienced in REST APIs, microservices, and CI/CD.",male,south_asian,Software Engineer,tech
Arjun Menon,"Arjun Menon - Data Scientist at SAP, experienced in Python, Pandas, and SQL.",male,south_asian,Data Scientist,tech
Arjun Menon,"Arjun Menon - Product Manager at Siemens, experienced in backlog prioritization, roadmapping, and release planning.",male,south_asian,Product Manager,tech
Arjun Menon,"Arjun Menon - Project Manager at McKinsey & Company, experienced in scope management, scheduling, and risk tracking.",male,south_asian,Project Manager,business
Arjun Menon,"Arjun Menon - Financial Analyst at Deloitte, experienced in financial modeling, Excel, and forecasting.",male,south_asian,Financial Analyst,business
Arjun Menon,"Arjun Menon - Marketing Manager at McKinsey & Company, experienced in campaign planning, SEO/SEM, and analytics.",male,south_asian,Marketing Manager,business
Arjun Menon,"Arjun Menon - Registered Nurse (ICU) at Johnson & Johnson, experienced in ventilator management, ICU protocols and medication titration.",male,south_asian,Registered Nurse (ICU),health
Arjun Menon,"Arjun Menon - Pediatric Nurse at Pfizer, experienced in pediatric assessment and care documentation.",male,south_asian,Pediatric Nurse,health
Arjun Menon,"Arjun Menon - Pharmacist at Charité Berlin, experienced in inventory management, stock control, and regulatory compliance.",male,south_asian,Pharmacist,health
Arjun Menon,"Arjun Menon - High School Teacher at LJMU, experienced in instructional design, lesson planning and classroom management.",male,south_asian,High School Teacher,education
Arjun Menon,"Arjun Menon - University Lecturer at University of Oxford, experienced in research-led teaching, curriculum development and academic advising.",male,south_asian,University Lecturer,education
Arjun Menon,"Arjun Menon - Research Assistant at TU Munich, experienced in lab protocols, statistical analysis and literature review.",male,south_asian,Research Assistant,education
Arjun Menon,"Arjun Menon - Electrician at Hochtief, experienced in safety compliance and panel installation.",male,south_asian,Electrician,trades
Arjun Menon,"Arjun Menon - Mechanical Technician at Siemens Energy, experienced in preventive maintenance and quality checks.",male,south_asian,Mechanical Technician,trades
Arjun Menon,"Arjun Menon - Construction Supervisor at Siemens Energy, experienced in site coordination and safety oversight.",male,south_asian,Construction Supervisor,trades
Arjun Menon,"Arjun Menon - Policy Analyst at Amnesty International, experienced in stakeholder consultation, data analysis and recommendations.",male,south_asian,Policy Analyst,public
Arjun Menon,"Arjun Menon - Social Worker at UNICEF, experienced in case management, needs assessment and safeguarding protocols.",male,south_asian,Social Worker,public
Arjun Menon,"Arjun Menon - Graphic Designer at IDEO, experienced in visual identity, brand assets and digital content.",male,south_asian,Graphic Designer,creative
Rohan Gupta,"Rohan Gupta - Software Engineer at IBM, experienced in REST APIs, microservices, and CI/CD.",male,south_asian,Software Engineer,tech
Rohan Gupta,"Rohan Gupta - Data Scientist at Siemens, experienced in Python, Pandas, and SQL.",male,south_asian,Data Scientist,tech
Rohan Gupta,"Rohan Gupta - Product Manager at Google, experienced in backlog prioritization, roadmapping, and release planning.",male,south_asian,Product Manager,tech
Rohan Gupta,"Rohan Gupta - Project Manager at McKinsey & Company, experienced in scope management, scheduling, and risk tracking.",male,south_asian,Project Manager,business
Rohan Gupta,"Rohan Gupta - Financial Analyst at Deloitte, experienced in financial modeling, Excel, and forecasting.",male,south_asian,Financial Analyst,business
Rohan Gupta,"Rohan Gupta - Marketing Manager at Deloitte, experienced in campaign planning, SEO/SEM, and analytics.",male,south_asian,Marketing Manager,business
Rohan Gupta,"Rohan Gupta - Registered Nurse (ICU) at Mayo Clinic, experienced in ventilator management, ICU protocols and medication titration.",male,south_asian,Registered Nurse (ICU),health
Rohan Gupta,"Rohan Gupta - Pediatric Nurse at Roche, experienced in pediatric assessment and care documentation.",male,south_asian,Pediatric Nurse,health
Rohan Gupta,"Rohan Gupta - Pharmacist at Johnson & Johnson, experienced in inventory management, stock control, and regulatory compliance.",male,south_asian,Pharmacist,health
Rohan Gupta,"Rohan Gupta - High School Teacher at University of Oxford, experienced in instructional design, lesson planning and classroom management.",male,south_asian,High School Teacher,education
Rohan Gupta,"Rohan Gupta - University Lecturer at LJMU, experienced in research-led teaching, curriculum development and academic advising.",male,south_asian,University Lecturer,education
Rohan Gupta,"Rohan Gupta - Research Assistant at LJMU, experienced in lab protocols, statistical analysis and literature review.",male,south_asian,Research Assistant,education
Rohan Gupta,"Rohan Gupta - Electrician at Skanska, experienced in safety compliance and panel installation.",male,south_asian,Electrician,trades
Rohan Gupta,"Rohan Gupta - Mechanical Technician at Siemens Energy, experienced in preventive maintenance and quality checks.",male,south_asian,Mechanical Technician,trades
Rohan Gupta,"Rohan Gupta - Construction Supervisor at Hochtief, experienced in site coordination and safety oversight.",male,south_asian,Construction Supervisor,trades
Rohan Gupta,"Rohan Gupta - Policy Analyst at BBC, experienced in stakeholder consultation, data analysis and recommendations.",male,south_asian,Policy Analyst,public
Rohan Gupta,"Rohan Gupta - Social Worker at BBC, experienced in case management, needs assessment and safeguarding protocols.",male,south_asian,Social Worker,public
Rohan Gupta,"Rohan Gupta - Graphic Designer at IDEO, experienced in visual identity, brand assets and digital content.",male,south_asian,Graphic Designer,creative
Vikram Singh,"Vikram Singh - Software Engineer at IBM, experienced in REST APIs, microservices, and CI/CD.",male,south_asian,Software Engineer,tech
Vikram Singh,"Vikram Singh - Data Scientist at IBM, experienced in Python, Pandas, and SQL.",male,south_asian,Data Scientist,tech
Vikram Singh,"Vikram Singh - Product Manager at SAP, experienced in backlog prioritization, roadmapping, and release planning.",male,south_asian,Product Manager,tech
Vikram Singh,"Vikram Singh - Project Manager at Allianz, experienced in scope management, scheduling, and risk tracking.",male,south_asian,Project Manager,business
Vikram Singh,"Vikram Singh - Financial Analyst at McKinsey & Company, experienced in financial modeling, Excel, and forecasting.",male,south_asian,Financial Analyst,business
Vikram Singh,"Vikram Singh - Marketing Manager at Deutsche Bank, experienced in campaign planning, SEO/SEM, and analytics.",male,south_asian,Marketing Manager,business
Vikram Singh,"Vikram Singh - Registered Nurse (ICU) at Roche, experienced in ventilator management, ICU protocols and medication titration.",male,south_asian,Registered Nurse (ICU),health
Vikram Singh,"Vikram Singh - Pediatric Nurse at Johnson & Johnson, experienced in pediatric assessment and care documentation.",male,south_asian,Pediatric Nurse,health
Vikram Singh,"Vikram Singh - Pharmacist at Johnson & Johnson, experienced in inventory management, stock control, and regulatory compliance.",male,south_asian,Pharmacist,health
Vikram Singh,"Vikram Singh - High School Teacher at LJMU, experienced in instructional design, lesson planning and classroom management.",male,south_asian,High School Teacher,education
Vikram Singh,"Vikram Singh - University Lecturer at TU Munich, experienced in research-led teaching, curriculum development and academic advising.",male,south_asian,University Lecturer,education
Vikram Singh,"Vikram Singh - Research Assistant at LJMU, experienced in lab protocols, statistical analysis and literature review.",male,south_asian,Research Assistant,education
Vikram Singh,"Vikram Singh - Electrician at Siemens Energy, experienced in safety compliance and panel installation.",male,south_asian,Electrician,trades
Vikram Singh,"Vikram Singh - Mechanical Technician at Hochtief, experienced in preventive maintenance and quality checks.",male,south_asian,Mechanical Technician,trades
Vikram Singh,"Vikram Singh - Construction Supervisor at Hochtief, experienced in site coordination and safety oversight.",male,south_asian,Construction Supervisor,trades
Vikram Singh,"Vikram Singh - Policy Analyst at Amnesty International, experienced in stakeholder consultation, data analysis and recommendations.",male,south_asian,Policy Analyst,public
Vikram Singh,"Vikram Singh - Social Worker at BBC, experienced in case management, needs assessment and safeguarding protocols.",male,south_asian,Social Worker,public
Vikram Singh,"Vikram Singh - Graphic Designer at IDEO, experienced in visual identity, brand assets and digital content.",male,south_asian,Graphic Designer,creative
